COLLEGE BASKETBALL TRUE HOME COURT ADVANTAGE (since start of 2021-22 season),,,,,,,,,,,,,,
,,ALL GAMES,,,,,,,,,CONFERENCE GAMES,,,
,,SU,ATS,Avg,Avg,Exp,Avg,,Actual,True,SU,ATS,True,Conf
Team,Conference,W-L (%),W-L (%),TmPR,OppPR,PPG+/-,Line,PF-PA,PPG+/-,HFEdge,W-L (%),W-L (%),HFEdge,+/-
RICE,American Athletic,20-16 (56%),16-18 (47%),70.0,68.1,1.9,-4.8,77-74,3.0,1.1,8-13 (38%),6-13 (32%),-2.5,-3.6
FLORIDA ST,ACC,23-19 (55%),19-21 (48%),76.8,75.1,1.7,-5.1,74.8-72,2.8,1.1,12-12 (50%),12-11 (52%),1.6,0.5
GEORGIA TECH,ACC,21-20 (51%),16-24 (40%),74.4,75.0,-0.6,-2.3,70.4-69.9,0.5,1.1,8-16 (33%),9-14 (39%),-0.4,-1.5
TEXAS A&M-COMM,Southland,6-8 (43%),5-8 (38%),60.6,61.9,-1.3,-2.2,77-77.2,-0.2,1.1,4-7 (36%),3-7 (30%),1.2,0.1
LASALLE,Atlantic 10,22-18 (55%),15-23 (39%),67.8,69.1,-1.3,-2.4,69.1-69.4,-0.3,1.0,7-13 (35%),8-12 (40%),2.0,1
BINGHAMTON,America East,13-17 (43%),10-20 (33%),62.9,65.4,-2.5,0.2,68.6-70.1,-1.5,1.0,8-11 (42%),8-11 (42%),3.1,2.1
E TENN ST,Southern,15-17 (47%),10-22 (31%),68.0,68.7,-0.7,-2.8,70.4-70.2,0.2,0.9,9-12 (43%),7-14 (33%),0.3,-0.6
ALABAMA ST,SWAC,12-13 (48%),10-14 (42%),59.6,61.5,-1.9,-0.1,66.6-67.6,-1.0,0.9,11-9 (55%),9-10 (47%),1.4,0.5
SACRAMENTO ST,Big Sky,13-14 (48%),10-16 (38%),63.9,67.2,-3.3,0.1,65.9-68.3,-2.4,0.9,10-11 (48%),8-12 (40%),1.9,1
QUINNIPIAC,Metro Atlantic,22-12 (65%),11-21 (34%),67.5,65.4,2.1,-4.4,73.9-71,2.9,0.8,13-10 (57%),7-15 (32%),0.5,-0.3
FAIRFIELD,Metro Atlantic,15-17 (47%),12-19 (39%),67.5,67.3,0.2,-2.7,68.8-67.8,1.0,0.8,10-13 (43%),9-13 (41%),1.7,0.9
SIENA,Metro Atlantic,18-15 (55%),15-18 (45%),65.3,67.8,-2.5,-0.7,68.1-69.8,-1.7,0.8,14-9 (61%),12-11 (52%),2.8,2
LA-MONROE,Sun Belt,9-20 (31%),11-18 (38%),63.6,67.8,-4.2,1.4,65.9-69.3,-3.4,0.8,5-17 (23%),8-14 (36%),0.2,-0.6
COPPIN ST,Mid-Eastern,9-15 (38%),10-14 (42%),59.3,63.8,-4.5,2.2,70.6-74.3,-3.7,0.8,4-12 (25%),4-12 (25%),-4.6,-5.4
E MICHIGAN,Mid-American,16-17 (48%),15-17 (47%),63.4,68.9,-5.5,2.6,69.4-74.1,-4.7,0.8,8-14 (36%),8-13 (38%),-0.9,-1.7
GARDNER WEBB,Big South,17-10 (63%),10-17 (37%),68.7,65.3,3.4,-7.1,72.3-68.2,4.1,0.7,13-7 (65%),7-13 (35%),-0.7,-1.4
CAMPBELL,Colonial Athletic,16-13 (55%),11-18 (38%),65.8,65.7,0.1,-3.8,65.6-64.8,0.8,0.7,11-8 (58%),9-10 (47%),1.7,1
DELAWARE,Colonial Athletic,20-12 (63%),12-20 (38%),70.3,67.8,2.5,-5.4,73.4-70.3,3.1,0.6,12-8 (60%),7-13 (35%),1.5,0.9
OAKLAND,Horizon,20-11 (65%),12-19 (39%),69.2,67.2,2.0,-5.0,76.9-74.3,2.6,0.6,17-8 (68%),10-15 (40%),-0.2,-0.8
LEHIGH,Patriot,16-17 (48%),15-18 (45%),63.5,64.0,-0.5,-2.0,71.3-71.2,0.1,0.6,13-10 (57%),13-10 (57%),4.1,3.5
FLORIDA A&M,SWAC,8-14 (36%),8-14 (36%),58.0,63.1,-5.1,2.7,63-67.5,-4.5,0.6,5-10 (33%),5-10 (33%),0.6,0
USC,Pac 12,33-8 (80%),17-24 (41%),82.7,74.3,8.4,-11.0,77.2-68.3,8.9,0.5,19-5 (79%),11-13 (46%),2.0,1.5
DUQUESNE,Atlantic 10,24-18 (57%),14-28 (33%),72.3,71.1,1.2,-5.2,69.8-68.1,1.7,0.5,7-12 (37%),5-14 (26%),-1.6,-2.1
W MICHIGAN,Mid-American,8-20 (29%),13-14 (48%),62.0,68.8,-6.8,3.6,67.9-74.2,-6.3,0.5,8-13 (38%),12-8 (60%),1.7,1.2
WI-GREEN BAY,Horizon,10-20 (33%),13-17 (43%),59.2,66.4,-7.2,5.0,64.7-71.4,-6.7,0.5,8-17 (32%),11-14 (44%),-0.2,-0.7
JACKSONVILLE ST,Conference USA,17-13 (57%),15-15 (50%),69.0,66.9,2.1,-4.7,67.4-64.9,2.5,0.4,12-9 (57%),10-11 (48%),-0.8,-1.2
BUFFALO,Mid-American,16-14 (53%),11-19 (37%),70.1,69.0,1.1,-4.4,76.3-74.9,1.4,0.3,12-8 (60%),7-13 (35%),0.6,0.3
BROWN,Ivy League,12-17 (41%),9-18 (33%),68.2,68.3,-0.1,-2.6,70.6-70.4,0.2,0.3,6-10 (38%),3-11 (21%),-0.4,-0.7
IL-CHICAGO,Missouri Valley,14-19 (42%),14-18 (44%),66.2,67.8,-1.6,-1.2,68.8-70.1,-1.3,0.3,8-15 (35%),7-15 (32%),-0.8,-1.1
WICHITA ST,American Athletic,24-16 (60%),14-26 (35%),76.5,72.7,3.8,-6.8,71.9-67.9,4.0,0.2,8-12 (40%),6-14 (30%),-0.7,-0.9
NAVY,Patriot,22-13 (63%),15-19 (44%),68.7,65.1,3.6,-5.2,66.3-62.5,3.8,0.2,14-11 (56%),7-17 (29%),-2.1,-2.3
HARVARD,Ivy League,15-15 (50%),11-19 (37%),69.8,68.6,1.2,-4.3,69.2-67.8,1.4,0.2,4-11 (27%),4-11 (27%),-2.5,-2.7
SACRED HEART,Northeast,18-16 (53%),12-21 (36%),62.8,62.2,0.6,-3.7,70.9-70.1,0.8,0.2,13-8 (62%),10-10 (50%),2.9,2.7
LOUISVILLE,ACC,17-26 (40%),14-27 (34%),72.2,74.5,-2.3,-1.1,70.1-72.2,-2.1,0.2,6-16 (27%),9-12 (43%),1.3,1.1
ALBANY,America East,12-16 (43%),10-18 (36%),62.9,65.5,-2.6,0.4,69.1-71.5,-2.4,0.2,6-13 (32%),6-13 (32%),-0.1,-0.3
LAFAYETTE,Patriot,13-19 (41%),13-19 (41%),62.5,65.6,-3.1,0.0,66-68.9,-2.9,0.2,13-10 (57%),12-11 (52%),2.3,2.1
HOLY CROSS,Patriot,8-23 (26%),12-19 (39%),58.5,65.6,-7.1,4.5,64.7-71.6,-6.9,0.2,7-15 (32%),10-12 (45%),1.9,1.7
BOSTON U,Patriot,21-12 (64%),14-19 (42%),67.3,64.9,2.4,-4.7,70-67.5,2.5,0.1,13-9 (59%),8-14 (36%),-1.9,-2
THE CITADEL,Southern,9-21 (30%),9-20 (31%),64.7,69.3,-4.6,2.3,69.8-74.3,-4.5,0.1,6-15 (29%),5-15 (25%),-0.4,-0.5
CS-NORTHRIDGE,Big West,12-20 (38%),13-19 (41%),62.9,67.9,-5.0,2.7,67.4-72.3,-4.9,0.1,7-15 (32%),8-14 (36%),-0.5,-0.6
TEXAS SOUTHERN,SWAC,13-10 (57%),7-16 (30%),65.6,62.0,3.6,-6.4,74.4-70.8,3.6,0.0,12-8 (60%),6-14 (30%),0.4,0.4
SE LOUISIANA,Southland,14-7 (67%),7-13 (35%),62.9,62.0,0.9,-4.3,76.7-75.8,0.9,0.0,12-6 (67%),5-12 (29%),-1.4,-1.4
GEORGETOWN,Big East,18-28 (39%),16-29 (36%),72.1,73.6,-1.5,-1.5,73.1-74.6,-1.5,0.0,2-20 (9%),6-15 (29%),-1.9,-1.9
SAN DIEGO,West Coast,19-20 (49%),14-24 (37%),69.3,72.1,-2.8,0.6,69.9-72.7,-2.8,0.0,6-14 (30%),6-13 (32%),-2.1,-2.1
MONMOUTH,Colonial Athletic,19-16 (54%),16-19 (46%),66.2,68.6,-2.4,-0.1,68.1-70.6,-2.5,-0.1,12-10 (55%),9-13 (41%),0.4,0.5
COLUMBIA,Ivy League,10-21 (32%),11-20 (35%),59.6,66.8,-7.2,4.8,68.2-75.5,-7.3,-0.1,2-13 (13%),4-11 (27%),-1.2,-1.1
NEW JERSEY TECH,America East,11-21 (34%),13-19 (41%),61.2,65.4,-4.2,1.9,63.4-67.8,-4.4,-0.2,6-14 (30%),8-12 (40%),-0.3,-0.1
PACIFIC,West Coast,15-22 (41%),12-25 (32%),65.9,69.3,-3.4,-0.4,72.2-75.9,-3.7,-0.3,7-10 (41%),9-8 (53%),3.6,3.9
TEXAS ST,Sun Belt,12-14 (46%),7-19 (27%),69.6,68.8,0.8,-4.0,67.4-67,0.4,-0.4,9-12 (43%),5-16 (24%),-0.6,-0.2
PORTLAND ST,Big Sky,11-15 (42%),7-18 (28%),65.4,67.1,-1.7,-1.4,70-72.2,-2.2,-0.5,9-12 (43%),7-14 (33%),0.3,0.8
E ILLINOIS,Ohio Valley,7-21 (25%),9-19 (32%),56.8,65.2,-8.4,6.2,62.7-71.6,-8.9,-0.5,6-14 (30%),5-15 (25%),-0.6,-0.1
IUPUI,Horizon,3-26 (10%),13-16 (45%),53.6,65.7,-12.1,9.2,59.6-72.4,-12.8,-0.7,3-22 (12%),13-12 (52%),0.0,0.7
MCNEESE ST,Southland,12-13 (48%),10-15 (40%),63.0,62.6,0.4,-3.3,73.7-74.3,-0.6,-1.0,8-9 (47%),6-11 (35%),-0.7,0.3
JACKSON ST,SWAC,14-6 (70%),7-11 (39%),62.8,60.5,2.3,-5.4,68.9-67.7,1.2,-1.1,14-6 (70%),7-11 (39%),-1.1,0
MANHATTAN,Metro Atlantic,12-19 (39%),14-17 (45%),63.2,66.8,-3.6,0.9,68.6-73.3,-4.7,-1.1,10-14 (42%),12-12 (50%),-0.3,0.8
BELLARMINE,Atlantic Sun,12-14 (46%),9-16 (36%),67.3,68.7,-1.4,-1.9,67.4-70,-2.6,-1.2,11-10 (52%),8-12 (40%),-0.8,0.4
VMI,Southern,10-16 (38%),10-16 (38%),63.6,69.1,-5.5,3.8,69.6-76.3,-6.7,-1.2,7-14 (33%),7-14 (33%),-2.2,-1
